Date,Service,Description,Environment,Cost,
2025-11-19,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-20,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-21,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-22,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-23,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-24,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,78.34,
2025-11-25,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-26,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-27,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-28,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-29,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-30,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-11-01,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.00,
2025-11-02,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.00,
2025-11-03,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.00,
2025-11-04,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.00,
2025-11-05,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.00,
2025-11-06,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.00,
2025-11-07,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.73,
2025-11-08,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.87,
2025-11-09,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.87,
2025-11-10,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.87,
2025-11-11,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.87,
2025-11-12,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.87,
2025-11-13,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.87,
2025-11-14,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.87,
2025-11-15,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.85,
2025-11-16,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,0.87,
2025-11-17,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,35.62,
2025-11-18,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,49.68,
2025-11-19,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,49.68,
2025-11-20,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,49.68,
2025-11-21,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,49.68,
2025-11-22,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,49.68,
2025-11-23,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,49.68,
2025-11-24,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,48.96,
2025-11-25,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,48.80,
2025-11-26,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,48.80,
2025-11-27,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,48.80,
2025-11-28,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,48.80,
2025-11-29,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,48.80,
2025-11-30,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,48.80,
2025-11-01,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-02,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-03,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-04,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.33,
2025-11-05,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.44,
2025-11-06,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.44,
2025-11-07,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.52,
2025-11-08,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.65,
2025-11-09,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-10,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-11,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-12,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-13,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-14,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-15,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.64,
2025-11-16,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-17,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.65,
2025-11-18,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-19,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-20,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-21,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-22,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-23,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.66,
2025-11-24,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.12,
2025-11-25,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-26,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-27,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-28,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-29,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-30,RDS,GB-month of provisioned GP3 storage running SQL Server,dev-smartmobility,0.00,
2025-11-01,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-02,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-03,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-04,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,57.60,
2025-11-05,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,76.80,
2025-11-06,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,76.80,
2025-11-07,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,10.47,
2025-11-08,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-09,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-10,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-11,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-12,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-13,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-14,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-15,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-16,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-17,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-18,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-19,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-20,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-21,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-22,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-23,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-24,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-25,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-26,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-27,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-28,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-29,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-30,RDS,Db.r5.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-01,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-02,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-03,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-04,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-05,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-06,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-07,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,27.24,
2025-11-08,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,15.85,
2025-11-09,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-10,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-11,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-12,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-13,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-14,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-15,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,15.16,
2025-11-16,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,31.54,
2025-11-17,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,9.54,
2025-11-18,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-19,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-20,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-21,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-22,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-23,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-24,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.62,
2025-11-25,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-26,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-27,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-28,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-29,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-30,RDS,Db.m5.xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),dev-smartmobility,0.00,
2025-11-01,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-02,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-03,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-04,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-05,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-06,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-07,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-08,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-09,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-10,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-11,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-12,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-13,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-14,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-15,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-16,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,0.00,
2025-11-17,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,2.40,
2025-11-18,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-19,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-20,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-21,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-22,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-23,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-24,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-25,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-26,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-27,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-28,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-29,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-30,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.90,
2025-11-01,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-02,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-03,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-04,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-05,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-06,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-07,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-08,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-09,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-10,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-11,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-12,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-13,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-14,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-15,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-16,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.00,
2025-11-17,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,0.38,
2025-11-18,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-19,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-20,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-21,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-22,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-23,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-24,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-25,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-26,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-27,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-28,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-29,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
2025-11-30,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.14,
