Date,Service,Description,Environment,Cost,
2026-01-03,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.01,
2026-01-04,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.00,
2026-01-05,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.02,
2026-01-01,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2026-01-02,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.01,
2026-01-03,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2026-01-04,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2026-01-05,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.01,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),dev-smartmobility,0.04,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),dev-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Germany),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),dev-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Northern California),dev-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),dev-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),dev-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),dev-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),dev-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),dev-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),dev-smartmobility,0.00,
2026-01-01,EC2,GB for  in Middle East (UAE),prd-smartmobility,0.00,
2026-01-02,EC2,GB for  in Middle East (UAE),prd-smartmobility,0.00,
2026-01-03,EC2,GB for  in Middle East (UAE),prd-smartmobility,0.00,
2026-01-04,EC2,GB for  in Middle East (UAE),prd-smartmobility,0.00,
2026-01-05,EC2,GB for  in Middle East (UAE),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),dev-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),dev-smartmobility,0.00,
2026-01-01,EC2,GB for  in Asia Pacific (Hong Kong),prd-smartmobility,0.00,
2026-01-02,EC2,GB for  in Asia Pacific (Hong Kong),prd-smartmobility,0.00,
2026-01-03,EC2,GB for  in Asia Pacific (Hong Kong),prd-smartmobility,0.00,
2026-01-04,EC2,GB for  in Asia Pacific (Hong Kong),prd-smartmobility,0.00,
2026-01-05,EC2,GB for  in Asia Pacific (Hong Kong),prd-smartmobility,0.00,
2026-01-01,EC2,GB for  in Asia Pacific (Hong Kong),dev-smartmobility,0.00,
2026-01-02,EC2,GB for  in Asia Pacific (Hong Kong),dev-smartmobility,0.00,
2026-01-03,EC2,GB for  in Asia Pacific (Hong Kong),dev-smartmobility,0.00,
2026-01-04,EC2,GB for  in Asia Pacific (Hong Kong),dev-smartmobility,0.00,
2026-01-05,EC2,GB for  in Asia Pacific (Hong Kong),dev-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),dev-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),dev-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),dev-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),dev-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),dev-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to India (Delhi),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to India (Delhi),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to India (Delhi),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to India (Delhi),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to India (Delhi),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),prd-smartmobility,0.00,
2026-01-01,EC2,GB for  in Middle East (Bahrain),prd-smartmobility,0.00,
2026-01-02,EC2,GB for  in Middle East (Bahrain),prd-smartmobility,0.00,
2026-01-03,EC2,GB for  in Middle East (Bahrain),prd-smartmobility,0.00,
2026-01-04,EC2,GB for  in Middle East (Bahrain),prd-smartmobility,0.00,
2026-01-05,EC2,GB for  in Middle East (Bahrain),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),prd-smartmobility,0.00,
2026-01-01,EC2,GB for EUN1-AWS-Out-Bytes in EU (Stockholm),prd-smartmobility,0.00,
2026-01-02,EC2,GB for EUN1-AWS-Out-Bytes in EU (Stockholm),prd-smartmobility,0.00,
2026-01-03,EC2,GB for EUN1-AWS-Out-Bytes in EU (Stockholm),prd-smartmobility,0.00,
2026-01-04,EC2,GB for EUN1-AWS-Out-Bytes in EU (Stockholm),prd-smartmobility,0.00,
2026-01-05,EC2,GB for EUN1-AWS-Out-Bytes in EU (Stockholm),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),prd-smartmobility,0.00,
2026-01-01,EC2,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),prd-smartmobility,0.00,
2026-01-02,EC2,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),prd-smartmobility,0.00,
2026-01-03,EC2,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),prd-smartmobility,0.00,
2026-01-04,EC2,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),prd-smartmobility,0.00,
2026-01-05,EC2,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),prd-smartmobility,0.00,
2026-01-01,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),dev-smartmobility,4.69,
2026-01-02,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),dev-smartmobility,4.69,
2026-01-03,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),dev-smartmobility,4.69,
2026-01-04,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),dev-smartmobility,4.69,
2026-01-05,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),dev-smartmobility,4.69,
2026-01-01,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),prd-smartmobility,4.69,
2026-01-02,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),prd-smartmobility,4.69,
2026-01-03,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),prd-smartmobility,4.69,
2026-01-04,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),prd-smartmobility,4.69,
2026-01-05,FSx,GB-Month of provisioned ONTAP Single-AZ SSD storage - Asia Pacific (Seoul),prd-smartmobility,4.69,
2026-01-01,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),prd-smartmobility,3.36,
2026-01-02,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),prd-smartmobility,3.36,
2026-01-03,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),prd-smartmobility,3.36,
2026-01-04,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),prd-smartmobility,3.36,
2026-01-05,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),prd-smartmobility,3.36,
2026-01-01,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),dev-smartmobility,3.36,
2026-01-02,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),dev-smartmobility,3.36,
2026-01-03,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),dev-smartmobility,3.36,
2026-01-04,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),dev-smartmobility,3.36,
2026-01-05,FSx,MBps-Month of provisioned ONTAP Single-AZ throughput capacity - Asia Pacific (Seoul),dev-smartmobility,3.36,
